id,task_id,type,domain,tacit_knowledge,explicit_form,conversion_path,accuracy,coverage,consistency,abstract_level,created_at,updated_at
kp_129_probe,129,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_130_drill,130,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_130_endmill,130,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_130_lathe,130,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_130_probe,130,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_131_drill,131,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_131_endmill,131,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_131_lathe,131,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_131_probe,131,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_132_drill,132,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_132_endmill,132,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_132_lathe,132,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_132_probe,132,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_133_drill,133,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_133_endmill,133,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_133_lathe,133,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_133_probe,133,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_134_drill,134,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_134_endmill,134,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_134_lathe,134,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_134_probe,134,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_135_drill,135,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_135_endmill,135,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_135_lathe,135,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_135_probe,135,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_136_drill,136,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_136_endmill,136,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_136_lathe,136,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_136_probe,136,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_137_drill,137,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_137_endmill,137,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_137_lathe,137,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_137_probe,137,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_138_drill,138,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_138_endmill,138,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_138_lathe,138,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_138_probe,138,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_139_drill,139,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_139_endmill,139,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_139_lathe,139,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_139_probe,139,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_140_drill,140,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_140_endmill,140,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_140_lathe,140,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_140_probe,140,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_141_drill,141,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_141_endmill,141,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_141_lathe,141,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_141_probe,141,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_142_drill,142,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_142_endmill,142,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_142_lathe,142,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_142_probe,142,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_143_drill,143,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_143_endmill,143,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_143_lathe,143,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_143_probe,143,tacit,nc_machining,ワーク測定時に接触圧と測定反応から誤差を判断する技能,測定プローブ運用基準: 測定手順|誤差補正表|測定環境条件,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_144_drill,144,tacit,nc_machining,ドリル加工時の振動と切削音から適切な送り速度を判断する感覚,ドリル加工標準: 回転数表|送り速度基準|振動発生時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_144_endmill,144,tacit,nc_machining,エンドミル加工での負荷変化を切りくず形状と音で判断する技能,エンドミル加工基準: 切削条件表|工具摩耗判断基準|負荷調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
kp_144_lathe,144,tacit,nc_machining,旋盤加工での切削抵抗を音と仕上げ面粗さで判断する技能,旋盤加工標準: 切削速度表|工具角度規格|抵抗増大時の調整手順,"[{""stage"": ""socialization"", ""description"": ""熟練者の作業観察と共同作業による暗黙知共有"", ""duration_days"": 18}, {""stage"": ""externalization"", ""description"": ""観察した技能を作業標準として文書化"", ""duration_days"": 9}]",0.7,0.65,0.68,L1,2024-02-01 00:00:00,2024-02-01 00:00:00
