id,name,user_id,task_id,task_type,category,pattern,frequency,accuracy,impact_score,last_seen,created_at,updated_at
2880,エラー傾向パターン_頻度1,4,2880,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 20, ""coefficient"": ""分析力"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",77,1.0,0.991,2025-01-16T04:00:00Z,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z
2881,エラー傾向パターン_頻度19,5,2881,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 1, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",17,0.636,0.603,2024-11-22T03:00:00Z,2024-11-21T00:00:00Z,2024-11-21T00:00:00Z
2882,創造力型学習パターン_L2,5,2882,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 2, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",19,0.677,0.525,2024-11-24T10:00:00Z,2024-11-24T00:00:00Z,2024-11-24T00:00:00Z
2883,創造力型学習パターン_L3,5,2883,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 3, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.626,0.624,2024-11-28T02:00:00Z,2024-11-27T00:00:00Z,2024-11-27T00:00:00Z
2884,成功要因パターン_達成率20%,5,2884,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 4, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",32,0.74,0.612,2024-11-30T01:00:00Z,2024-11-30T00:00:00Z,2024-11-30T00:00:00Z
2885,作業リズムパターン_効率25%,5,2885,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 5, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",26,0.759,0.718,2024-12-03T03:00:00Z,2024-12-03T00:00:00Z,2024-12-03T00:00:00Z
2886,成功要因パターン_達成率30%,5,2886,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 6, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",33,0.79,0.667,2024-12-07T09:00:00Z,2024-12-06T00:00:00Z,2024-12-06T00:00:00Z
2887,時間管理パターン_最適化L7,5,2887,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 7, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",35,0.742,0.664,2024-12-10T12:00:00Z,2024-12-09T00:00:00Z,2024-12-09T00:00:00Z
2888,時間管理パターン_最適化L8,5,2888,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 8, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",33,0.831,0.625,2024-12-13T12:00:00Z,2024-12-12T00:00:00Z,2024-12-12T00:00:00Z
2889,成功要因パターン_達成率45%,5,2889,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 9, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",32,0.792,0.685,2024-12-16T03:00:00Z,2024-12-15T00:00:00Z,2024-12-15T00:00:00Z
2890,エラー傾向パターン_頻度10,5,2890,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 10, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",40,0.805,0.679,2024-12-19T10:00:00Z,2024-12-18T00:00:00Z,2024-12-18T00:00:00Z
2891,創造力型学習パターン_L11,5,2891,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 11, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",41,0.849,0.825,2024-12-21T16:00:00Z,2024-12-21T00:00:00Z,2024-12-21T00:00:00Z
2892,作業リズムパターン_効率60%,5,2892,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 12, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",42,0.938,0.706,2024-12-24T20:00:00Z,2024-12-24T00:00:00Z,2024-12-24T00:00:00Z
2893,創造力型学習パターン_L13,5,2893,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 13, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",51,0.97,0.825,2024-12-27T16:00:00Z,2024-12-27T00:00:00Z,2024-12-27T00:00:00Z
2894,エラー傾向パターン_頻度6,5,2894,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 14, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",49,0.996,0.876,2024-12-31T13:00:00Z,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z
2895,創造力型学習パターン_L15,5,2895,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 15, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",59,0.939,0.943,2025-01-04T00:00:00Z,2025-01-02T00:00:00Z,2025-01-02T00:00:00Z
2896,作業リズムパターン_効率80%,5,2896,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 16, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",60,0.979,0.81,2025-01-06T09:00:00Z,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z
2897,エラー傾向パターン_頻度3,5,2897,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 17, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",66,1.0,0.827,2025-01-09T17:00:00Z,2025-01-08T00:00:00Z,2025-01-08T00:00:00Z
2898,時間管理パターン_最適化L18,5,2898,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 18, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",67,1.0,1.0,2025-01-11T01:00:00Z,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z
2899,成功要因パターン_達成率95%,5,2899,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 19, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",67,1.0,1.0,2025-01-14T17:00:00Z,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z
2900,成功要因パターン_達成率100%,5,2900,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 20, ""coefficient"": ""創造力"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",69,1.0,0.962,2025-01-17T09:00:00Z,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z
2901,成功要因パターン_達成率5%,6,2901,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 1, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",18,0.661,0.459,2024-11-23T20:00:00Z,2024-11-23T00:00:00Z,2024-11-23T00:00:00Z
2902,成功要因パターン_達成率10%,6,2902,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 2, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.644,0.487,2024-11-26T20:00:00Z,2024-11-26T00:00:00Z,2024-11-26T00:00:00Z
2903,時間管理パターン_最適化L3,6,2903,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 3, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",29,0.666,0.579,2024-11-29T10:00:00Z,2024-11-29T00:00:00Z,2024-11-29T00:00:00Z
2904,時間管理パターン_最適化L4,6,2904,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 4, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",24,0.694,0.571,2024-12-03T10:00:00Z,2024-12-02T00:00:00Z,2024-12-02T00:00:00Z
2905,成功要因パターン_達成率25%,6,2905,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 5, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",26,0.769,0.591,2024-12-05T12:00:00Z,2024-12-05T00:00:00Z,2024-12-05T00:00:00Z
2906,理解度型学習パターン_L6,6,2906,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 6, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",31,0.714,0.731,2024-12-09T04:00:00Z,2024-12-08T00:00:00Z,2024-12-08T00:00:00Z
2907,成功要因パターン_達成率35%,6,2907,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 7, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",29,0.754,0.607,2024-12-12T03:00:00Z,2024-12-11T00:00:00Z,2024-12-11T00:00:00Z
2908,成功要因パターン_達成率40%,6,2908,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 8, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",38,0.813,0.773,2024-12-15T00:00:00Z,2024-12-14T00:00:00Z,2024-12-14T00:00:00Z
2909,エラー傾向パターン_頻度11,6,2909,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 9, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",47,0.78,0.755,2024-12-18T22:00:00Z,2024-12-17T00:00:00Z,2024-12-17T00:00:00Z
2910,エラー傾向パターン_頻度10,6,2910,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 10, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",50,0.899,0.772,2024-12-21T01:00:00Z,2024-12-20T00:00:00Z,2024-12-20T00:00:00Z
2911,成功要因パターン_達成率55%,6,2911,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 11, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",41,0.888,0.745,2024-12-23T14:00:00Z,2024-12-23T00:00:00Z,2024-12-23T00:00:00Z
2912,作業リズムパターン_効率60%,6,2912,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 12, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",55,0.909,0.722,2024-12-26T04:00:00Z,2024-12-26T00:00:00Z,2024-12-26T00:00:00Z
2913,成功要因パターン_達成率65%,6,2913,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 13, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",50,0.928,0.818,2024-12-29T20:00:00Z,2024-12-29T00:00:00Z,2024-12-29T00:00:00Z
2914,作業リズムパターン_効率70%,6,2914,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 14, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",56,0.983,0.853,2025-01-02T20:00:00Z,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z
2915,作業リズムパターン_効率75%,6,2915,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 15, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",50,0.929,0.855,2025-01-05T10:00:00Z,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z
2916,エラー傾向パターン_頻度4,6,2916,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 16, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",54,1.0,0.803,2025-01-07T18:00:00Z,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z
2917,時間管理パターン_最適化L17,6,2917,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 17, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",65,1.0,0.926,2025-01-10T18:00:00Z,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z
2918,エラー傾向パターン_頻度2,6,2918,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 18, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",61,1.0,0.977,2025-01-14T18:00:00Z,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z
2919,エラー傾向パターン_頻度1,6,2919,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 19, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",72,1.0,0.933,2025-01-16T20:00:00Z,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z
2920,成功要因パターン_達成率100%,6,2920,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 20, ""coefficient"": ""理解度"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",78,1.0,0.986,2025-01-19T12:00:00Z,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z
2921,応用力型学習パターン_L1,7,2921,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 1, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",15,0.67,0.548,2024-11-26T05:00:00Z,2024-11-25T00:00:00Z,2024-11-25T00:00:00Z
2922,エラー傾向パターン_頻度18,7,2922,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 2, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",20,0.609,0.571,2024-11-28T08:00:00Z,2024-11-28T00:00:00Z,2024-11-28T00:00:00Z
2923,応用力型学習パターン_L3,7,2923,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 3, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.716,0.573,2024-12-01T15:00:00Z,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z
2924,作業リズムパターン_効率20%,7,2924,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 4, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.749,0.548,2024-12-05T03:00:00Z,2024-12-04T00:00:00Z,2024-12-04T00:00:00Z
2925,応用力型学習パターン_L5,7,2925,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 5, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",28,0.696,0.685,2024-12-07T05:00:00Z,2024-12-07T00:00:00Z,2024-12-07T00:00:00Z
2926,時間管理パターン_最適化L6,7,2926,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 6, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",29,0.739,0.742,2024-12-10T22:00:00Z,2024-12-10T00:00:00Z,2024-12-10T00:00:00Z
2927,時間管理パターン_最適化L7,7,2927,tool_management,time_management,"{""pattern_type"": ""time_management"", ""level"": 7, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",26,0.769,0.681,2024-12-13T05:00:00Z,2024-12-13T00:00:00Z,2024-12-13T00:00:00Z
2928,作業リズムパターン_効率40%,7,2928,tool_management,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 8, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",30,0.84,0.756,2024-12-17T09:00:00Z,2024-12-16T00:00:00Z,2024-12-16T00:00:00Z
2929,エラー傾向パターン_頻度11,7,2929,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 9, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",38,0.833,0.811,2024-12-19T22:00:00Z,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z
2930,応用力型学習パターン_L10,7,2930,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 10, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",39,0.843,0.659,2024-12-22T14:00:00Z,2024-12-22T00:00:00Z,2024-12-22T00:00:00Z
2931,成功要因パターン_達成率55%,7,2931,tool_management,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 11, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",52,0.858,0.787,2024-12-26T13:00:00Z,2024-12-25T00:00:00Z,2024-12-25T00:00:00Z
2932,エラー傾向パターン_頻度8,7,2932,tool_management,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 12, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",49,0.908,0.738,2024-12-29T06:00:00Z,2024-12-28T00:00:00Z,2024-12-28T00:00:00Z
2933,応用力型学習パターン_L13,7,2933,tool_management,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 13, ""coefficient"": ""応用力"", ""task_type"": ""tool_management"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",46,0.973,0.817,2025-01-01T19:00:00Z,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
